Date,Name,Year,Letterboxd URI
2023-06-18,Flavors of Youth,2018,https://boxd.it/iAAa
2023-06-18,Modern Girls,1986,https://boxd.it/14TA
2023-06-18,Barbie Fairytopia: Magic of the Rainbow,2007,https://boxd.it/1Jri
2023-06-18,Barbie: A Fairy Secret,2011,https://boxd.it/lZI
2023-06-18,Asterix the Gaul,1967,https://boxd.it/1ULS
2023-06-18,Made in U.S.A,1966,https://boxd.it/1nDw
2023-06-18,Eden of the East Movie I: The King of Eden,2009,https://boxd.it/1cnM
2023-06-18,Barbie in A Mermaid Tale 2,2012,https://boxd.it/3cYW
2023-06-18,Tinker Bell,2008,https://boxd.it/1QEy
2023-06-18,Asterix and the Big Fight,1989,https://boxd.it/1Too
2023-06-18,Tinker Bell and the Pirate Fairy,2014,https://boxd.it/5nyY
2023-06-18,Tinker Bell and the Lost Treasure,2009,https://boxd.it/1vKg
2023-06-18,Barbie Mariposa & the Fairy Princess,2013,https://boxd.it/5UGw
2023-06-18,Alice in Wonderland,1915,https://boxd.it/35Vm
2023-06-18,Flushed Away,2006,https://boxd.it/1Tpm
2023-06-18,Barbie in the Pink Shoes,2013,https://boxd.it/5dRG
2023-06-18,Happy Christmas,2014,https://boxd.it/7bjm
2023-06-18,Asterix Conquers America,1994,https://boxd.it/1YR6
2023-06-18,My Little Pony: Equestria Girls - Friendship Games,2015,https://boxd.it/bIYK
2023-06-18,Barbie: The Pearl Princess,2014,https://boxd.it/7x6Y
2023-06-18,Barbie: A Perfect Christmas,2011,https://boxd.it/2GiY
2023-06-18,Barbie & Her Sisters in the Great Puppy Adventure,2015,https://boxd.it/cixK
2023-06-18,Barbie and the Secret Door,2014,https://boxd.it/8R2k
2023-06-18,Barbie & Her Sisters in A Pony Tale,2013,https://boxd.it/6HTu
2023-06-18,Barbie: Dolphin Magic,2017,https://boxd.it/h75K
2023-06-18,Barbie in Rock 'N Royals,2015,https://boxd.it/bZ2y
2023-06-18,Barbie: Spy Squad,2016,https://boxd.it/d8rk
2023-06-19,Legally Blonde,2001,https://boxd.it/1ZNa
2023-09-16,Belle de Jour,1967,https://boxd.it/29Uq
2023-10-24,Hocus Pocus 25th Anniversary Halloween Bash,2018,https://boxd.it/kixw
2023-11-22,Marie Antoinette,2006,https://boxd.it/27Wa
2024-01-07,Kind Hearts and Coronets,1949,https://boxd.it/1SPe
2024-01-09,The Virgin Suicides,1999,https://boxd.it/28JG
2024-01-09,Eyes Wide Shut,1999,https://boxd.it/2axs
2024-01-09,(500) Days of Summer,2009,https://boxd.it/1EmM
2024-01-09,Return to Seoul,2022,https://boxd.it/zXDg
2024-01-10,Priscilla,2023,https://boxd.it/Cz3k
2024-01-10,The Boy and the Heron,2023,https://boxd.it/ipeM
2024-01-12,Confessions of a Teenage Drama Queen,2004,https://boxd.it/1UyE
2024-01-23,Heat,1995,https://boxd.it/2bg8
2024-01-23,Scent of a Woman,1992,https://boxd.it/1YAu
2024-01-23,...And Justice for All,1979,https://boxd.it/1IFI
2024-01-23,Sea of Love,1989,https://boxd.it/1Sq4
2024-01-23,Frankie and Johnny,1991,https://boxd.it/250S
2024-02-11,Requiem for a Dream,2000,https://boxd.it/29VI
2024-02-13,Monster,2023,https://boxd.it/DJEM
2024-02-19,Uptown Girls,2003,https://boxd.it/1N64
2024-02-22,After Sex,2007,https://boxd.it/1JdA
2024-02-25,Chidambaram,1985,https://boxd.it/7Sd2
2024-02-25,Nirmalyam,1973,https://boxd.it/abEq
2024-02-25,Goodbye Movie,1995,https://boxd.it/yEvU
2024-02-25,Basant,1942,https://boxd.it/eRsY
2024-02-25,Veer-Zaara,2004,https://boxd.it/24C2
2024-02-25,Devdas,2002,https://boxd.it/1Leq
2024-02-26,Drop Dead Gorgeous,1999,https://boxd.it/1W8e
2024-02-29,"I, Tonya",2017,https://boxd.it/dzR0
2024-02-29,My Old Ass,2024,https://boxd.it/zLP0
2024-03-04,Ocean Waves,1993,https://boxd.it/1CtQ
2024-03-05,Upcoming Summer,2021,https://boxd.it/vFce
2024-03-05,Delicious Romance,2023,https://boxd.it/Fp3g
2024-03-05,20 Once Again,2015,https://boxd.it/9Aae
2024-03-08,VeggieTales: A Snoodle's Tale,2004,https://boxd.it/8hoE
2024-03-08,"VeggieTales: Esther, The Girl Who Became Queen",2000,https://boxd.it/8hGo
2024-03-08,VeggieTales: Dave and the Giant Pickle,1996,https://boxd.it/8hpC
2024-03-08,VeggieTales: Sweetpea Beauty,2010,https://boxd.it/8bPa
2024-03-14,Maurice,1987,https://boxd.it/1tZy
2024-03-17,Thelma & Louise,1991,https://boxd.it/28Ew
2024-03-17,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK
2024-03-17,Chloe,2009,https://boxd.it/1pZk
2024-03-25,Jab Tak Hai Jaan,2012,https://boxd.it/4iiu
2024-03-25,Ajab Prem Ki Ghazab Kahani,2009,https://boxd.it/1wUm
2024-03-25,Goliyon Ki Raasleela Ram-Leela,2013,https://boxd.it/6WPW
2024-03-25,Desi Boyz,2011,https://boxd.it/2MOw
2024-03-25,Tees Maar Khan,2010,https://boxd.it/O5Y
2024-03-25,Dil To Pagal Hai,1997,https://boxd.it/1OYG
2024-03-25,Aaja Nachle,2007,https://boxd.it/1OEm
2024-03-25,Curry & Cyanide: The Jolly Joseph Case,2023,https://boxd.it/Kdcq
2024-04-05,The Curse,2023,https://boxd.it/IWYq
2024-04-06,Yeh Jawaani Hai Deewani,2013,https://boxd.it/5Cmo
2024-04-06,Kabhi Khushi Kabhie Gham,2001,https://boxd.it/1Vtg
2024-04-06,Kabhi Alvida Naa Kehna,2006,https://boxd.it/1Oci
2024-04-06,Jab Harry Met Sejal,2017,https://boxd.it/fInW
2024-04-10,Catch Me If You Can,2002,https://boxd.it/29VS
2024-04-10,Clue,1985,https://boxd.it/1MDQ
2024-04-11,Confessions of a Shopaholic,2009,https://boxd.it/1E9e
2024-04-13,Girls Just Want to Have Fun,1985,https://boxd.it/1Ktk
2024-04-13,Freeze Frame,1992,https://boxd.it/69sk
2024-04-13,Nowhere,1997,https://boxd.it/286E
2024-04-13,Beetlejuice,1988,https://boxd.it/24QI
2024-04-13,Edward Scissorhands,1990,https://boxd.it/2aZc
2024-04-13,The Age of Innocence,1993,https://boxd.it/1WgM
2024-04-13,Little Women,1994,https://boxd.it/1YiU
2024-04-13,"Welcome Home, Roxy Carmichael",1990,https://boxd.it/1i6W
2024-04-13,Boys,1996,https://boxd.it/TYO
2024-04-13,Black Swan: Metamorphosis,2011,https://boxd.it/izMu
2024-06-11,Shutter Island,2010,https://boxd.it/1U82
2024-06-11,Rope,1948,https://boxd.it/28yo
2024-06-11,Vertigo,1958,https://boxd.it/2apI
2024-06-11,Crash,1996,https://boxd.it/29n2
2024-06-11,Body Double,1984,https://boxd.it/1TGW
2024-06-11,"sex, lies, and videotape",1989,https://boxd.it/28Oc
2024-06-11,Monster,2004,https://boxd.it/py6Q
2024-06-11,Psycho,1960,https://boxd.it/2ab2
2024-06-11,A Page of Madness,1926,https://boxd.it/3i2u
2024-06-11,Samsara,2011,https://boxd.it/3ada
2024-06-11,The Color of Pomegranates,1969,https://boxd.it/1u94
2024-06-11,Pink Flamingos,1972,https://boxd.it/29NO
2024-06-11,Flesh and Bone,2015,https://boxd.it/ex2c
2024-06-22,Am I OK?,2022,https://boxd.it/nPqY
2024-06-22,Titane,2021,https://boxd.it/nlQC
2024-06-22,I Used to Be Funny,2023,https://boxd.it/yzvU
2024-06-22,Tahara,2020,https://boxd.it/oSqa
2024-06-22,The Sweet East,2023,https://boxd.it/CcHw
2024-06-25,We Need to Talk About Kevin,2011,https://boxd.it/2pTS
2024-06-25,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk
2024-06-25,Three Thousand Years of Longing,2022,https://boxd.it/kmoy
2024-06-25,Memoria,2021,https://boxd.it/iwtE
2024-06-25,Julia,2008,https://boxd.it/20Y4
2024-06-30,There Will Be Blood,2007,https://boxd.it/20Z2
2024-06-30,Magnolia,1999,https://boxd.it/2aze
2024-06-30,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY
2024-06-30,2001: A Space Odyssey,1968,https://boxd.it/2bf0
2024-06-30,The Shining,1980,https://boxd.it/29Nu
2024-06-30,Death Becomes Her,1992,https://boxd.it/1YQi
2024-06-30,She-Devil,1989,https://boxd.it/1UuW
2024-06-30,House of Gucci,2021,https://boxd.it/nVkC
2024-07-06,High and Low,1963,https://boxd.it/1RSc
2024-07-06,Ikiru,1952,https://boxd.it/251c
2024-07-06,Charade,1963,https://boxd.it/23O2
2024-07-06,Bottle Rocket,1996,https://boxd.it/1PDa
2024-07-06,Thief,1981,https://boxd.it/1TEc
2024-07-06,The Funeral,1984,https://boxd.it/XL0
2024-07-06,Tampopo,1985,https://boxd.it/1SZe
2024-07-07,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW
2024-07-07,Pagglait,2021,https://boxd.it/tz0s
2024-07-07,"Hello, Goodbye, and Everything in Between",2022,https://boxd.it/rYZ2
2024-07-07,To Sleep with Anger,1990,https://boxd.it/3iqG
2024-07-07,Eyimofe (This Is My Desire),2020,https://boxd.it/oLAi
2024-07-08,Blue Valentine,2010,https://boxd.it/MxG
2024-07-08,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI
2024-07-08,Pierrot le Fou,1965,https://boxd.it/26j2
2024-07-08,Breathless,1960,https://boxd.it/2aIK
2024-07-08,21 Grams,2003,https://boxd.it/2ajK
2024-07-08,The Dreamers,2003,https://boxd.it/28X4
2024-07-08,Eve's Bayou,1997,https://boxd.it/QdU
2024-07-21,Sitting in Bars with Cake,2023,https://boxd.it/zkuu
2024-07-24,Lovers' Concerto,2002,https://boxd.it/uxI
2024-08-01,BlacKkKlansman,2018,https://boxd.it/hxL8
2024-08-16,The Jane Austen Book Club,2007,https://boxd.it/22hQ
2024-08-16,Gideon's Daughter,2005,https://boxd.it/hbO
2024-08-16,Salmon Fishing in the Yemen,2011,https://boxd.it/2Ptc
2024-08-16,The Girl on the Train,2016,https://boxd.it/bCJY
2024-08-16,Sicario,2015,https://boxd.it/8i7u
2024-08-16,The Wind Rises,2013,https://boxd.it/4JQS
2024-08-16,My Neighbor Totoro,1988,https://boxd.it/20eA
2024-08-16,Princess Mononoke,1997,https://boxd.it/2b4w
2024-08-16,Kiki's Delivery Service,1989,https://boxd.it/1JAY
2024-08-16,Grave of the Fireflies,1988,https://boxd.it/1RUM
2024-08-16,Your Sister's Sister,2011,https://boxd.it/2Y04
2024-08-16,Wild Target,2010,https://boxd.it/SGk
2024-08-16,The Young Victoria,2009,https://boxd.it/1HaO
2024-08-16,The Witch,2015,https://boxd.it/9X0m
2024-08-16,Ohm Shanthi Oshaana,2014,https://boxd.it/7AF8
2024-08-16,Vaaranam Aayiram,2008,https://boxd.it/15yo
2024-08-22,Paris Is Burning,1990,https://boxd.it/1jzg
2024-08-26,Sing Sing,2023,https://boxd.it/HIBA
2024-08-28,Ek Villain,2014,https://boxd.it/8r3G
2024-09-10,Friday,1995,https://boxd.it/1VLO
2024-09-10,They Cloned Tyrone,2023,https://boxd.it/rE7a
2024-09-10,The Sisterhood of the Traveling Pants,2005,https://boxd.it/1XPo
2024-09-11,My Birthday,2024,https://boxd.it/Oo38
2024-09-11,Three Friends,2024,https://boxd.it/H0os
2024-09-11,Anywhere Anytime,2024,https://boxd.it/OnoE
2024-10-03,All of Us Strangers,2023,https://boxd.it/Bz3C
2024-10-03,Ammonite,2020,https://boxd.it/kQpQ
2024-10-03,The Bridges of Madison County,1995,https://boxd.it/29Os
2024-10-03,Lovesong,2016,https://boxd.it/cSSY
2024-10-03,Sunrise: A Song of Two Humans,1927,https://boxd.it/29Xk
2024-10-03,Scenes from a Marriage,1974,https://boxd.it/4kJC
2024-10-12,The Lorax,2012,https://boxd.it/2w9M
2024-10-12,Climax,2018,https://boxd.it/ikvo
2024-10-12,Serial (Bad) Weddings,2014,https://boxd.it/7Nw4
2024-10-12,Okja,2017,https://boxd.it/dvXe
2024-10-12,Interstellar,2014,https://boxd.it/4VZ8
2024-10-12,Pulp Fiction,1994,https://boxd.it/29Pq
2024-10-12,Forrest Gump,1994,https://boxd.it/728
2024-10-12,The Wolf of Wall Street,2013,https://boxd.it/3C1m
2024-10-12,Inglourious Basterds,2009,https://boxd.it/1JzG
2024-10-12,Kill Bill: Vol. 1,2003,https://boxd.it/70w
2024-10-12,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6
2024-10-12,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8
2024-10-15,The Notebook,2004,https://boxd.it/1UNE
2024-10-20,Mayabazar,1957,https://boxd.it/4XfG
2024-10-26,The Fan,1982,https://boxd.it/3zkA
2024-10-26,Suspiria,1977,https://boxd.it/1SNW
2024-10-26,Drive,2011,https://boxd.it/IG
2024-10-26,Boyz n the Hood,1991,https://boxd.it/29Ug
2024-10-26,Spring Breakers,2012,https://boxd.it/421s
2024-10-26,Lost in Translation,2003,https://boxd.it/2b0E
2024-10-26,13 Going on 30,2004,https://boxd.it/1X6e
2024-10-26,How to Lose a Guy in 10 Days,2003,https://boxd.it/1XwG
2024-10-26,NANA,2006,https://boxd.it/qBBE
2024-10-26,Corpse Bride,2005,https://boxd.it/24WQ
2024-10-26,Cruel Intentions,1999,https://boxd.it/29Be
2024-10-26,Chicago,2002,https://boxd.it/28zm
2024-10-26,The Royal Tenenbaums,2001,https://boxd.it/1YHU
2024-10-26,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/kiYC
2024-10-26,The Wizard of Oz,1939,https://boxd.it/29Xu
2024-10-26,Alice in Wonderland,1951,https://boxd.it/1Sz6
2024-10-26,The Beguiled,2017,https://boxd.it/dZ1k
2024-10-26,The Holiday,2006,https://boxd.it/28ye
2024-10-26,Carrie,1976,https://boxd.it/20ZQ
2024-10-26,D.E.B.S.,2004,https://boxd.it/2aaS
2024-10-26,Lisa Frankenstein,2024,https://boxd.it/ByjY
2024-10-26,Before Sunrise,1995,https://boxd.it/2bcU
2024-10-26,"Paris, Texas",1984,https://boxd.it/29Ts
2024-10-26,Donkey Skin,1970,https://boxd.it/22V2
2024-10-26,The Eyes of Tammy Faye,2021,https://boxd.it/mbB6
2024-10-26,The Young Girls of Rochefort,1967,https://boxd.it/26K8
2024-10-26,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK
2024-10-26,Pretty Woman,1990,https://boxd.it/2b6M
2024-10-26,Scarface,1932,https://boxd.it/29oa
2024-10-26,All Cheerleaders Die,2013,https://boxd.it/6ipk
2024-10-26,Scream,2022,https://boxd.it/o0lg
2024-10-26,It,1990,https://boxd.it/26tG
2024-10-26,Immaculate,2024,https://boxd.it/Douw
2024-10-26,Picnic at Hanging Rock,1975,https://boxd.it/1UQe
2024-10-26,The Village,2004,https://boxd.it/21iS
2024-10-26,Bride Wars,2009,https://boxd.it/1W3I
2024-10-27,Halloween,1978,https://boxd.it/2wRu
2024-10-27,A Nightmare on Elm Street,1984,https://boxd.it/2aw0
2024-10-27,Friday the 13th,1980,https://boxd.it/24fs
2024-10-27,Black Christmas,1974,https://boxd.it/1Js6
2024-11-02,Woman of the Hour,2023,https://boxd.it/vuz2
2024-11-11,Zoolander,2001,https://boxd.it/1YMA
2024-11-11,V for Vendetta,2005,https://boxd.it/29Ik
2024-11-11,The Darjeeling Limited,2007,https://boxd.it/24as
2024-11-11,Léon: The Professional,1994,https://boxd.it/2b8S
2024-11-11,Vox Lux,2018,https://boxd.it/fcFk
2024-11-11,Closer,2004,https://boxd.it/270K
2024-11-11,Tell It to the Bees,2018,https://boxd.it/h50e
2024-11-11,Holy Smoke,1999,https://boxd.it/1Pq6
2024-11-11,Secretary,2002,https://boxd.it/1URc
2024-11-11,Fatal Attraction,1987,https://boxd.it/1UTC
2024-11-11,Basic Instinct,1992,https://boxd.it/2asM
2024-11-12,Lost Highway,1997,https://boxd.it/29Wc
2024-11-12,Pariah,2011,https://boxd.it/2wWk
2024-11-12,Interview with the Vampire,1994,https://boxd.it/29XO
2024-11-12,"Apolonia, Apolonia",2022,https://boxd.it/DCxu
2024-11-12,Lesbian Avengers Eat Fire Too,1993,https://boxd.it/d7my
2024-11-12,Helter Skelter,2012,https://boxd.it/3ybW
2024-11-12,Desert Hearts,1985,https://boxd.it/2aFc
2024-11-12,Requiem,2021,https://boxd.it/CxWW
2024-11-13,Trap,2024,https://boxd.it/D4nK
2024-11-16,Temple Grandin,2010,https://boxd.it/1fbu
2024-11-20,Much Ado About Nothing,1993,https://boxd.it/1SDM
2024-11-23,Pi,1998,https://boxd.it/2ajq
2024-11-23,Lady Snowblood,1973,https://boxd.it/26Fi
2024-11-23,Ginger Snaps,2000,https://boxd.it/1XEg
2024-12-06,The Evil Dead,1981,https://boxd.it/29Go
2024-12-06,Twin Peaks,1989,https://boxd.it/g8pk
2024-12-10,Perras,2011,https://boxd.it/3OqS
2024-12-10,Nadie te ve: La niña en la piedra,2007,https://boxd.it/3ooQ
2024-12-14,Coyote Ugly,2000,https://boxd.it/21PW
2024-12-14,The Other Woman,2009,https://boxd.it/yOI
2024-12-14,Psycho Beach Party,2000,https://boxd.it/1r7E
2024-12-14,Autumn in New York,2000,https://boxd.it/1VKG
2024-12-14,Sleepwalk with Me,2012,https://boxd.it/2Y2u
2024-12-14,Can't Hardly Wait,1998,https://boxd.it/1MWI
2024-12-14,In & Out,1997,https://boxd.it/1VlG
2024-12-14,Cold Souls,2009,https://boxd.it/1lIE
2024-12-16,Stoker,2013,https://boxd.it/34S2
2024-12-17,Alive,1993,https://boxd.it/210u
2024-12-18,Aparajito,1956,https://boxd.it/29kW
2024-12-18,Apur Sansar,1959,https://boxd.it/29l6
2024-12-18,Hum Dil De Chuke Sanam,1999,https://boxd.it/238g
2024-12-18,Ra.One,2011,https://boxd.it/ZbS
2024-12-18,Aśoka,2001,https://boxd.it/24m4
2024-12-19,The Green Knight,2021,https://boxd.it/kuy2
2024-12-19,Waves,2019,https://boxd.it/jpmy
2024-12-19,The Tragedy of Macbeth,2021,https://boxd.it/lMi4
2024-12-19,The Humans,2021,https://boxd.it/lEQM
2024-12-19,Showing Up,2022,https://boxd.it/tJ1q
2024-12-19,The Wild Robot,2024,https://boxd.it/IWFy
2024-12-20,Nadodikkattu,1987,https://boxd.it/8n3W
2024-12-20,Innale,1989,https://boxd.it/75qQ
2024-12-20,Premam,2015,https://boxd.it/bod0
2024-12-20,Dhaam Dhoom,2008,https://boxd.it/2hTK
2024-12-23,Kandukondain Kandukondain,2000,https://boxd.it/2ha6
2024-12-23,Phir Hera Pheri,2006,https://boxd.it/1DCk
2024-12-23,Love Aaj Kal,2009,https://boxd.it/1EJc
2024-12-23,Hum Tum,2004,https://boxd.it/24BI
2024-12-23,Ninne Pelladatha,1996,https://boxd.it/4qcE
2024-12-23,Snegithiye,2000,https://boxd.it/eVlW
2024-12-23,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq
2024-12-23,The Bling Ring,2013,https://boxd.it/3lPY
2024-12-23,Society of the Snow,2023,https://boxd.it/y9aw
2024-12-23,Raw,2016,https://boxd.it/dLd2
2024-12-23,Dead Poets Society,1989,https://boxd.it/2aSg
2024-12-23,Scream,1996,https://boxd.it/24EC
2024-12-23,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G
2024-12-23,Past Lives,2023,https://boxd.it/oNB8
2024-12-23,Gangubai Kathiawadi,2022,https://boxd.it/oJek
2024-12-23,MaXXXine,2024,https://boxd.it/CIM4
2024-12-23,Oppenheimer,2023,https://boxd.it/wUow
2024-12-23,Maja Ma,2022,https://boxd.it/ADag
2024-12-23,Challengers,2024,https://boxd.it/zld0
2024-12-23,Poor Things,2023,https://boxd.it/tNWU
2024-12-23,Heathers,1989,https://boxd.it/26x4
2024-12-23,Shiva Baby,2020,https://boxd.it/oIv0
2024-12-23,Elvira: Mistress of the Dark,1988,https://boxd.it/22LG
2024-12-23,Bottoms,2023,https://boxd.it/uGf2
2024-12-23,Saltburn,2023,https://boxd.it/z4eg
2024-12-23,Scarface,1983,https://boxd.it/2b7g
2024-12-23,The Godfather,1972,https://boxd.it/2aNK
2024-12-23,Miss Congeniality,2000,https://boxd.it/28GM
2024-12-31,Bram Stoker's Dracula,1992,https://boxd.it/223a
2024-12-31,Shadow of the Vampire,2000,https://boxd.it/1Vb2
2024-12-31,Vampire's Kiss,1988,https://boxd.it/21aY
2025-01-07,The Human Condition I: No Greater Love,1959,https://boxd.it/1jAy
2025-01-09,Piku,2015,https://boxd.it/aXUc
2025-01-09,Aashiqui 2,2013,https://boxd.it/5One
2025-01-19,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ
2025-01-27,The Quiet,2005,https://boxd.it/1XKy
2025-01-27,Persepolis,2007,https://boxd.it/27DC
2025-01-27,Persephone,2019,https://boxd.it/pTpk
2025-01-27,The Duke of Burgundy,2014,https://boxd.it/7kwu
2025-01-27,Don't Deliver Us from Evil,1971,https://boxd.it/d7I
2025-01-27,The Diary of a Teenage Girl,2015,https://boxd.it/7kru
2025-01-27,Daisies,1966,https://boxd.it/LZk
2025-01-27,Water Lilies,2007,https://boxd.it/1VjK
2025-01-27,Mirror,1975,https://boxd.it/28Q8
2025-01-27,The Craft,1996,https://boxd.it/1Zai
2025-01-30,Theorem,1968,https://boxd.it/237C
2025-01-31,Love Me,2024,https://boxd.it/xgoe
